Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
036830,KR7036830008,솔브레인홀딩스,KOSDAQ GLOBAL,우량기업부,25450,2,-1050,-3.96,26300,26300,25300,14454,370978450,533535225200,20964056,KSQ
097520,KR7097520001,엠씨넥스,KOSPI,,29650,2,-1300,-4.2,30750,30750,29500,31201,933868250,533039753800,17977732,STK
006405,KR7006401004,삼성SDI우,KOSPI,,328000,2,-7000,-2.09,332000,334500,328000,399,131720500,530669888000,1617896,STK
007660,KR7007660004,이수페타시스,KOSPI,,8310,2,-280,-3.26,8580,8580,8300,606231,5120270870,525577741890,63246419,STK
025770,KR7025770009,한국정보통신,KOSDAQ,우량기업부,13910,2,-120,-0.86,13850,14170,13850,41529,580517000,520849809610,37444271,KSQ
004890,KR7004890000,동일산업,KOSPI,,214500,2,-3000,-1.38,215500,217000,214500,33,7092500,520208617500,2425215,STK
011000,KR7011000007,진원생명과학,KOSPI,,6680,2,-120,-1.76,6850,6850,6650,50394,338312910,519380681320,77751599,STK
014830,KR7014830004,유니드,KOSPI,,76500,2,-900,-1.16,77400,77700,76100,7542,579539600,517721400000,6767600,STK
036930,KR7036930006,주성엔지니어링,KOSDAQ GLOBAL,우량기업부,10670,2,-380,-3.44,11000,11000,10620,158133,1697555640,514819092040,48249212,KSQ
095700,KR7095700001,제넥신,KOSDAQ,기술성장기업부,12720,2,-300,-2.3,13030,13050,12710,63187,812049910,512787834480,40313509,KSQ
319660,KR7319660007,피에스케이,KOSDAQ GLOBAL,우량기업부,17640,2,-760,-4.13,18400,18400,17610,86831,1549376570,510972834960,28966714,KSQ
060250,KR7060250008,NHN한국사이버결제,KOSDAQ GLOBAL,우량기업부,12710,2,-410,-3.13,13010,13020,12670,57131,731004620,510441365810,40160611,KSQ
082740,KR7082740002,HSD엔진,KOSPI,,7130,2,-120,-1.66,7250,7280,7090,77189,551956170,510108677220,71543994,STK
000815,KR7000811000,삼성화재우,KOSPI,,159600,2,-1600,-0.99,161200,161200,159300,866,138333500,509443200000,3192000,STK
002240,KR7002240000,고려제강,KOSPI,,20350,2,-400,-1.93,20700,20750,20300,2785,56860150,508750000000,25000000,STK
009450,KR7009450008,경동나비엔,KOSPI,,34850,2,-950,-2.65,35300,35600,34800,5060,176968150,507715431200,14568592,STK
003470,KR7003470002,유안타증권,KOSPI,,2535,2,-70,-2.69,2610,2615,2525,39766,101449080,505977320160,199596576,STK
00680K,KR700680K019,미래에셋증권2우B,KOSPI,,3600,2,-5,-0.14,3635,3635,3595,15082,54342030,504000000000,140000000,STK
170900,KR7170900005,동아에스티,KOSPI,,59400,2,-400,-0.67,59700,59700,58800,1315,77760700,501727327200,8446588,STK
034310,KR7034310003,NICE,KOSPI,,13240,2,-290,-2.14,13530,13530,13190,3124,41480170,501561652000,37882300,STK
001820,KR7001820000,삼화콘덴서,KOSPI,,48150,2,-1000,-2.03,49150,49450,47850,19485,950174150,500519250000,10395000,STK
089980,KR7089980007,상아프론테크,KOSDAQ,우량기업부,31300,2,-1100,-3.4,32150,32350,31200,39441,1244036850,500456858100,15989037,KSQ
093050,KR7093050003,LF,KOSPI,,17090,2,-240,-1.38,17340,17340,17010,4516,77548310,499711600000,29240000,STK
336570,KR7336570007,원텍,KOSDAQ,기술성장기업부,5600,2,-160,-2.78,5750,5800,5540,223576,1259177690,492390925600,87926951,KSQ
049070,KR7049070006,인탑스,KOSDAQ GLOBAL,우량기업부,28500,2,-850,-2.9,29350,29650,28300,71177,2054152550,490200000000,17200000,KSQ
328130,KR7328130000,루닛,KOSDAQ,기술성장기업부,39950,2,-1000,-2.44,41050,41050,39750,44612,1798035950,489594640750,12255185,KSQ
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,45500,2,-200,-0.44,45800,45950,45250,2196,99774150,487469937500,10713625,KSQ
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,10420,2,-200,-1.88,10430,10620,10330,8393,87447220,483725888600,46422830,KSQ
067310,KR7067310003,하나마이크론,KOSDAQ GLOBAL,중견기업부,10020,2,-350,-3.38,10290,10330,9970,160332,1621004910,480176977080,47921854,KSQ
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,64000,3,0,0.0,64700,64900,62600,53593,3414573700,478822720000,7481605,KSQ
293940,KR7293940003,신한알파리츠,KOSPI,,6480,2,-10,-0.15,6490,6490,6460,3239,20987510,478419197040,73830123,STK
417010,KR7417010006,나노팀,KOSDAQ,벤처기업부,24850,2,-550,-2.17,25350,26450,24750,214177,5514836050,475985050800,19154328,KSQ
017960,KR7017960006,한국카본,KOSPI,,10780,2,-280,-2.53,10960,11000,10700,104517,1129445570,473896960460,43960757,STK
036420,KR7036420008,콘텐트리중앙,KOSPI,,24500,2,-500,-2.0,24450,24800,24400,19974,490619150,471926546000,19262308,STK
085620,KR7085620003,미래에셋생명,KOSPI,,2660,2,-20,-0.75,2660,2690,2645,7863,20849365,470863062740,177016189,STK
000400,KR7000400002,롯데손해보험,KOSPI,,1495,1,14,0.95,1481,1495,1433,37761,54907362,463952798400,310336320,STK
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,7800,2,-250,-3.11,7960,8040,7770,82259,644560800,459562069200,58918214,KSQ
136510,KR7136510005,스마트솔루션즈,KOSDAQ,관리종목(소속부없음),11600,0,0,0.0,0,0,0,0,0,459490743600,39611271,KSQ
394280,KR7394280002,오픈엣지테크놀로지,KOSDAQ,기술성장기업부,21550,2,-300,-1.37,21850,21850,21400,194202,4194055850,456047004700,21162274,KSQ
004430,KR7004430005,송원산업,KOSPI,,18980,2,-520,-2.67,19300,19400,18900,40064,763782310,455520000000,24000000,STK
068240,KR7068240001,다원시스,KOSDAQ,벤처기업부,13110,2,-590,-4.31,13610,13620,13100,73952,986596150,454399404090,34660519,KSQ
009520,KR7009520008,포스코엠텍,KOSDAQ,우량기업부,10880,2,-370,-3.29,11050,11100,10780,754342,8238788900,453072608640,41642703,KSQ
432320,KR7432320000,KB스타리츠,KOSPI,,4465,1,35,0.79,4455,4480,4450,29155,129801300,452814782525,101414285,STK
018250,KR7018250001,애경산업,KOSPI,,17110,2,-510,-2.89,17530,17600,17010,12669,218168690,451873987850,26409935,STK
043150,KR7043150002,바텍,KOSDAQ,우량기업부,30300,2,-900,-2.88,31150,31150,30200,5458,166212500,450083956800,14854256,KSQ
357120,KR7357120005,코람코에너지리츠,KOSPI,,5030,2,-40,-0.79,5070,5070,4995,17023,85222565,445328404220,88534474,STK
286940,KR7286940002,롯데정보통신,KOSPI,,28900,2,-850,-2.86,29500,29700,28500,10857,314246450,444953965900,15396331,STK
090435,KR7090431008,아모레퍼시픽우,KOSPI,,42050,2,-700,-1.64,41800,42650,41650,3205,134441650,443956751500,10557830,STK
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,36150,2,-350,-0.96,37000,37050,36000,169202,6180111250,442418268450,12238403,KSQ
131970,KR7131970006,두산테스나,KOSDAQ,우량기업부,29950,2,-1200,-3.85,31150,31150,29850,42567,1282765200,442049331150,14759577,KSQ
289220,KR7289220006,자이언트스텝,KOSDAQ,기술성장기업부,19860,2,-540,-2.65,20400,20450,19840,34973,698517510,439337855700,22121745,KSQ
058650,KR7058650003,세아홀딩스,KOSPI,,109600,2,-2400,-2.14,110900,110900,109500,147,16178400,438400000000,4000000,STK
025860,KR7025860008,남해화학,KOSPI,,8760,2,-140,-1.57,8900,8940,8740,50383,445538600,435186664680,49678843,STK
005090,KR7005090006,SGC에너지,KOSPI,,29650,2,-500,-1.66,30150,30150,29600,4702,139761250,435173168600,14677004,STK
114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,16650,1,320,1.96,16400,16650,16400,209639,3470899390,434948582700,26123038,KSQ
035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,9290,2,-130,-1.38,9350,9460,9150,25861,240065590,431525739560,46450564,KSQ
298690,KR7298690009,에어부산,KOSPI,,3695,2,-125,-3.27,3825,3855,3655,150076,556378380,430984800000,116640000,STK
183300,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,43000,2,-1200,-2.71,44000,44150,42950,12422,536995550,430879221000,10020447,KSQ
210980,KR7210980009,SK디앤디,KOSPI,,19380,2,-380,-1.92,19620,19630,19370,6308,123266770,430045378320,22190164,STK
360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,53700,2,-2500,-4.45,57100,57100,53000,151345,8376033700,428759219100,7984343,KSQ
006730,KR7006730006,서부T&D,KOSDAQ,중견기업부,7090,2,-190,-2.61,7220,7280,7070,41819,297858800,428233908450,60399705,KSQ
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,6630,2,-170,-2.5,6800,6800,6590,89356,593928470,425552357880,64185876,KSQ
001060,KR7001060003,JW중외제약,KOSPI,,19110,2,-290,-1.49,19500,19520,19100,10124,194287030,423823127910,22178081,STK
023160,KR7023160005,태광,KOSDAQ,우량기업부,15960,2,-60,-0.37,16070,16100,15740,29213,466237030,422940000000,26500000,KSQ
007690,KR7007690001,국도화학,KOSPI,,46700,2,-1100,-2.3,47350,47650,46400,5594,261094400,420795767200,9010616,STK
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,10100,2,-350,-3.35,10290,10310,10080,48248,489627790,420124942900,41596529,KSQ
036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,19300,2,-640,-3.21,19950,19950,19190,60534,1170510080,419906027700,21756789,KSQ
001725,KR7001721000,신영증권우,KOSPI,,59500,1,300,0.51,59500,59500,59500,5,297500,419698898500,7053763,STK
090710,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2535,2,-60,-2.31,2600,2615,2515,1175498,3004965365,415171394430,163775698,KSQ
230240,KR7230240004,에치에프알,KOSDAQ,벤처기업부,30650,2,-1150,-3.62,31700,31700,30550,77331,2384561300,413438646900,13489026,KSQ
182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,10370,2,-160,-1.52,10440,10480,10270,65764,679830440,412986898830,39825159,KSQ
268600,KR7268600004,셀리버리,KOSDAQ,기술성장기업부,11290,2,-150,-1.31,11450,11450,11140,53731,605730220,412811929230,36564387,KSQ
298000,KR7298000001,효성화학,KOSPI,,129100,2,-3900,-2.93,133300,138000,129000,5989,788261700,411845266600,3190126,STK
002710,KR7002710002,TCC스틸,KOSPI,,16170,2,-650,-3.86,16800,16800,16010,285468,4645696550,411150127080,25426724,STK
145990,KR7145990008,삼양사,KOSPI,,39600,2,-1000,-2.46,40600,40600,39600,2509,100113900,408412580400,10313449,STK
027410,KR7027410000,BGF,KOSPI,,4265,2,-105,-2.4,4360,4365,4225,40775,174056100,408232113615,95716791,STK
204270,KR7204270003,제이앤티씨,KOSDAQ,우량기업부,7040,1,110,1.59,6890,7040,6810,20504,141833610,407253200640,57848466,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,중견기업부,16540,2,-760,-4.39,17200,17200,16480,231877,3884862280,405155570000,24495500,KSQ
230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,중견기업부,12480,2,-220,-1.73,12520,12680,12470,7218,90366210,403953001920,32368029,KSQ
005180,KR7005180005,빙그레,KOSPI,,40950,2,-350,-0.85,41050,41100,40950,2068,84840000,403408318950,9851241,STK
059090,KR7059090001,미코,KOSDAQ,우량기업부,12070,2,-280,-2.27,12380,12380,11870,625716,7560687240,403340510460,33416778,KSQ
281740,KR7281740001,레이크머티리얼즈,KOSDAQ,우량기업부,6120,2,-100,-1.61,6200,6260,6070,201590,1246926910,402270953760,65730548,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,11520,2,-170,-1.45,11580,11790,11520,60742,706921490,402177000960,34911198,KSQ
033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,4520,2,-145,-3.11,4620,4665,4450,145802,657601835,400021057680,88500234,KSQ
012630,KR7012630000,HDC,KOSPI,,6690,2,-100,-1.47,6760,6780,6660,31389,210190860,399672113490,59741721,STK
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,8560,2,-250,-2.84,8810,8810,8540,67137,579647910,398584518720,46563612,KSQ
001390,KR7001390004,KG케미칼,KOSPI,,28600,2,-50,-0.17,28400,29650,28200,150482,4354880400,396570345600,13866096,STK
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,18720,2,-490,-2.55,19090,19090,18700,29178,548400270,394630610400,21080695,KSQ
099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,6780,2,-60,-0.88,6860,6930,6740,106751,728529090,392771257920,57930864,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,벤처기업부,12240,2,-410,-3.24,12660,12820,12100,101892,1270482660,392769457920,32089008,KSQ
091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,22850,2,-750,-3.18,24000,24000,22750,36045,829730750,391487587600,17132936,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,26850,2,-1650,-5.79,28500,28500,26800,58425,1585987950,390524013600,14544656,KSQ
267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,49750,2,-1150,-2.26,51300,51300,49700,3294,165800050,390220990500,7843638,KSQ
161000,KR7161000005,애경케미칼,KOSPI,,8010,2,-180,-2.2,8150,8190,7960,33636,270364770,389676159090,48648709,STK
041830,KR7041830001,인바디,KOSDAQ,우량기업부,28300,2,-550,-1.91,28900,29200,28050,20082,571094800,387251030600,13683782,KSQ
073570,KR7073570004,어반리튬,KOSDAQ,중견기업부,13450,2,-320,-2.32,13770,13910,13420,176061,2398197310,387061948000,28777840,KSQ
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,49700,2,-1700,-3.31,51000,51000,49700,11897,596234400,385832481300,7763229,KSQ
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,13800,2,-450,-3.16,13960,14150,13800,73604,1025362400,384621870000,27871150,KSQ
131290,KR7131290009,티에스이,KOSDAQ GLOBAL,우량기업부,34750,2,-1150,-3.2,35900,35900,34750,22451,786730550,384384657750,11061429,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,관리종목(소속부없음),33600,2,-150,-0.44,33700,33750,33150,1296,43332350,383455161600,11412356,KSQ
228670,KR7228670006,레이,KOSDAQ,우량기업부,27000,2,-1000,-3.57,27750,27850,27000,41562,1135873950,383047839000,14186957,KSQ
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,34150,2,-1300,-3.67,34900,35200,34000,254815,8808920250,382774338850,11208619,KSQ
119610,KR7119610004,인터로조,KOSDAQ,우량기업부,28900,2,-800,-2.69,29700,29700,28500,19490,563769950,381956214200,13216478,KSQ
003920,KR7003920006,남양유업,KOSPI,,530000,2,-9000,-1.67,539000,539000,520000,603,318282000,381600000000,720000,STK
017810,KR7017810003,풀무원,KOSPI,,10000,2,-110,-1.09,10070,10100,9990,8406,84165590,381205420000,38120542,STK
094800,KR7094800000,맵스리얼티1,KOSPI,,4105,2,-30,-0.73,4140,4140,4105,2657,10923395,381084928755,92834331,STK
006740,KR7006740005,영풍제지,KOSPI,,17040,2,-10,-0.06,16820,17370,16820,62500,1071018630,379906800000,22295000,STK
041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,4520,1,130,2.96,4760,4800,4510,2461940,11450414480,379680000000,84000000,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,23750,1,700,3.04,23100,24450,23100,142643,3416211400,379525000000,15980000,KSQ
053210,KR7053210001,스카이라이프,KOSPI,,7920,2,-190,-2.34,8060,8060,7920,4847,38667550,378749970720,47821966,STK
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,47550,2,-350,-0.73,48200,48600,46700,6045,287050600,376285688700,7913474,KSQ
010690,KR7010690006,화신,KOSPI,,10720,2,-310,-2.81,11000,11190,10690,332381,3641386680,374346795200,34920410,STK
306200,KR7306200007,세아제강,KOSPI,,131500,2,-2600,-1.94,133600,133600,131000,1441,190000200,372973450000,2836300,STK
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3210,2,-130,-3.89,3315,3320,3195,423133,1372675175,369732223380,115181378,KSQ
003120,KR7003120003,일성신약,KOSPI,,138500,2,-1600,-1.14,140200,141800,135500,2938,405078800,368410000000,2660000,STK
243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,30850,2,-950,-2.99,31850,31850,30700,8189,255006000,368211686650,11935549,KSQ
005810,KR7005810007,풍산홀딩스,KOSPI,,36800,1,450,1.24,37000,37450,36350,45564,1679440050,367945830400,9998528,STK
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,13140,2,-240,-1.79,13310,13440,13100,48737,645460650,366664262760,27904434,KSQ
138490,KR7138490008,코오롱플라스틱,KOSPI,,9640,1,80,0.84,9620,9850,9560,232098,2254009760,366320000000,38000000,STK
003800,KR7003800000,에이스침대,KOSDAQ,중견기업부,32900,3,0,0.0,32900,34000,32800,110,3626150,364861000000,11090000,KSQ
033640,KR7033640004,네패스,KOSDAQ,중견기업부,15810,2,-630,-3.83,16130,16390,15780,45467,723030090,364565983620,23059202,KSQ
226320,KR7226320000,잇츠한불,KOSPI,,16600,2,-330,-1.95,16900,17000,16590,6582,110280940,364026629000,21929315,STK
007460,KR7007460009,에이프로젠,KOSPI,,1435,2,-61,-4.08,1473,1480,1421,372967,540005857,364014806925,253668855,STK
001940,KR7001940006,KISCO홀딩스,KOSPI,,22500,2,-900,-3.85,23050,23100,22300,16976,385348000,363968550000,16176380,STK
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,15340,2,-650,-4.07,15930,15940,15330,94993,1474928330,363211960280,23677442,KSQ
216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,20300,2,-450,-2.17,20650,20750,20000,17532,355465500,361609157700,17813259,KSQ
002900,KR7002900009,TYM,KOSPI,,2370,2,-80,-3.27,2420,2445,2365,717430,1725114770,361078380390,152353747,STK
039840,KR7039840004,디오,KOSDAQ,우량기업부,22700,2,-550,-2.37,23000,23400,22500,4525,102987950,360515838500,15881755,KSQ
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,28200,2,-800,-2.76,29000,29150,28050,12328,350368250,356669905800,12647869,KSQ
080160,KR7080160005,모두투어,KOSDAQ,중견기업부,18770,2,-460,-2.39,19250,19250,18500,25325,476404300,354753000000,18900000,KSQ
123890,KR7123890006,한국자산신탁,KOSPI,,2860,2,-40,-1.38,2900,2900,2850,23005,65803500,354576370720,123977752,STK
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7090,2,-160,-2.21,7190,7190,7050,37000,263183440,354500000000,50000000,KSQ
294140,KR7294140009,레몬,KOSDAQ,기술성장기업부,9570,1,540,5.98,9400,9820,8790,4458573,42101601620,354090000000,37000000,KSQ
389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,20750,2,-850,-3.94,21350,21450,20650,74167,1559681950,353787500000,17050000,KSQ
092220,KR7092220003,KEC,KOSPI,,2440,2,-90,-3.56,2505,2525,2430,609314,1502332490,353222064040,144763141,STK
051500,KR7051500007,CJ프레시웨이,KOSDAQ,중견기업부,29650,2,-300,-1.0,29750,30000,29300,3735,110064750,351992524900,11871586,KSQ
074610,KR7074610007,이엔플러스,KOSPI,,6030,1,670,12.5,6350,6430,5820,9566902,58400251870,351776970180,58337806,STK
108230,KR7108230004,톱텍,KOSDAQ,중견기업부,9240,2,-230,-2.43,9360,9460,9110,81384,750512690,351334783800,38023245,KSQ
183190,KR7183190008,아세아시멘트,KOSPI,,8990,2,-80,-0.88,9100,9100,8950,17242,155168140,350233229100,38958090,STK
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),9640,2,-220,-2.23,9770,9820,9450,61745,596847120,350081680280,36315527,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,13870,2,-480,-3.34,14100,14210,13830,27411,383197050,349577122100,25203830,KSQ
064260,KR7064260003,다날,KOSDAQ,우량기업부,5070,2,-170,-3.24,5350,5410,5060,345706,1798007780,349571632800,68949040,KSQ
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,56600,2,-2400,-4.07,56500,57900,55400,201527,11392629800,349499566400,6174904,KSQ
008490,KR7008490005,서흥,KOSPI,,30150,2,-650,-2.11,31000,31000,29900,4481,135182250,348808756950,11569113,STK
095720,KR7095720009,웅진씽크빅,KOSPI,,3015,2,-125,-3.98,3135,3135,3005,147542,449989835,348250544775,115505985,STK
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,21350,2,-550,-2.51,21500,22250,21100,4223,90562400,347725208250,16286895,KSQ
033270,KR7033270000,유나이티드제약,KOSPI,,21300,2,-450,-2.07,21450,21650,21200,13643,291463200,346014708600,16244822,STK
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,3615,1,5,0.14,3635,3675,3570,663759,2397486050,345684808800,95625120,KSQ
340570,KR7340570001,티앤엘,KOSDAQ,중견기업부,42450,2,-650,-1.51,42700,42900,42050,15049,637441900,345033600000,8128000,KSQ
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,17440,2,-920,-5.01,18380,18400,17430,48316,865281990,344757861440,19768226,KSQ
014620,KR7014620009,성광벤드,KOSDAQ,중견기업부,12020,2,-240,-1.96,12210,12290,11960,60659,730448130,343772000000,28600000,KSQ
016800,KR7016800005,퍼시스,KOSPI,,29850,1,50,0.17,29800,29850,29500,429,12692550,343275000000,11500000,STK
281820,KR7281820001,케이씨텍,KOSPI,,16390,2,-530,-3.13,16820,17000,16390,4067,67276820,341920902840,20861556,STK
347860,KR7347860009,알체라,KOSDAQ,기술성장기업부,15860,2,-390,-2.4,16440,16450,15610,282583,4511673330,341788899920,21550372,KSQ
122900,KR7122900004,아이마켓코리아,KOSPI,,10220,2,-190,-1.83,10370,10370,10200,14933,153075900,341642744800,33428840,STK
126560,KR7126560002,현대퓨처넷,KOSPI,,3100,2,-40,-1.27,3130,3140,3060,56861,175756800,341629129500,110202945,STK
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,8780,2,-260,-2.88,9040,9040,8700,94699,836596110,341604250200,38907090,KSQ
015540,KR7015540008,쎌마테라퓨틱스,KOSPI,,6410,0,0,0.0,0,0,0,0,0,340533519140,53125354,STK
278650,KR7278650007,노터스,KOSDAQ,벤처기업부,4580,2,-50,-1.08,4575,4675,4510,750368,3453197555,340515621620,74348389,KSQ
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3155,2,-95,-2.92,3200,3205,3140,81714,258094115,340475945430,107916306,KSQ
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,5540,2,-180,-3.15,5730,5740,5510,121221,678227400,339167885600,61221640,KSQ
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,17150,2,-690,-3.87,17560,17760,17110,39326,681696740,338793242200,19754708,KSQ
030610,KR7030610000,교보증권,KOSPI,,5230,2,-100,-1.88,5380,5380,5230,6146,32511940,338136738080,64653296,STK
007810,KR7007810005,코리아써키트,KOSPI,,14280,2,-440,-2.99,14600,14650,14270,49296,710487930,337304324280,23620751,STK
003280,KR7003280005,흥아해운,KOSPI,,1401,2,-6,-0.43,1407,1416,1380,34699,48385567,336835283499,240424899,STK
011930,KR7011930005,신성이엔지,KOSPI,,1635,2,-49,-2.91,1675,1687,1633,220464,364764903,336561726885,205848151,STK
003300,KR7003300001,한일홀딩스,KOSPI,,10910,2,-190,-1.71,11040,11040,10910,716,7824130,336386764440,30832884,STK
950220,KR8840140006,네오이뮨텍,KOSDAQ,외국기업(소속부없음),3400,2,-40,-1.16,3390,3435,3380,118634,402743140,336013381000,98827465,KSQ
237880,KR7237880000,클리오,KOSDAQ,투자주의환기종목(소속부없음),18550,2,-120,-0.64,18610,18670,18250,11751,216200310,335223598150,18071353,KSQ
217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,7710,2,-250,-3.14,7960,7960,7670,73907,573617500,335034649890,43454559,KSQ
000480,KR7000480004,조선내화,KOSPI,,83600,2,-800,-0.95,84400,84400,83600,416,34870800,334400000000,4000000,STK
037560,KR7037560000,LG헬로비전,KOSPI,,4310,2,-70,-1.6,4320,4375,4300,33777,145687720,333795988150,77446865,STK
063080,KR7063080006,컴투스홀딩스,KOSDAQ,우량기업부,50600,2,-500,-0.98,51400,52000,50100,44346,2273213500,333716715200,6595192,KSQ
001510,KR7001510007,SK증권,KOSPI,,706,2,-17,-2.35,718,722,702,1179756,834669643,333648660726,472590171,STK
382840,KR7382840007,원준,KOSDAQ,중견기업부,22100,2,-700,-3.07,22750,22750,21900,54227,1203144700,332838663300,15060573,KSQ
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,20150,2,-650,-3.13,20400,20600,20000,21573,435987700,332696508950,16510993,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,13150,2,-400,-2.95,13310,13440,13110,61804,817691730,332579411500,25291210,KSQ
009160,KR7009160003,SIMPAC,KOSPI,,5070,2,-130,-2.5,5250,5250,5000,52815,267320820,331727646120,65429516,STK
005010,KR7005010004,휴스틸,KOSPI,,5900,2,-170,-2.8,6020,6050,5880,182446,1084961890,331509642500,56188075,STK
136480,KR7136480001,하림,KOSDAQ,중견기업부,3120,2,-65,-2.04,3180,3180,3105,102709,321728715,331374270240,106209702,KSQ
101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,31150,2,-1850,-5.61,32800,32800,31100,109303,3474086050,331082011400,10628636,KSQ
060980,KR7060980000,HL홀딩스,KOSPI,,31600,2,-700,-2.17,32300,32300,31500,4001,126617850,330917412000,10472070,STK
016590,KR7016590002,신대양제지,KOSPI,,82100,2,-700,-0.85,82100,83200,82100,346,28536600,330845102200,4029782,STK
102460,KR7102460003,이연제약,KOSPI,,18370,2,-210,-1.13,18300,18520,18300,5600,102883350,330633859490,17998577,STK
00104K,KR700104K010,CJ4우(전환),KOSPI,,78200,2,-800,-1.01,78500,78500,77600,379,29552500,330513238400,4226512,STK
042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,26400,2,-1050,-3.83,27200,27200,26250,28507,759606850,327982353600,12423574,KSQ
037270,KR7037270006,YG PLUS,KOSPI,,5150,2,-100,-1.9,5240,5240,5090,38234,196955410,326661461500,63429410,STK
002030,KR7002030005,아세아,KOSPI,,149000,2,-200,-0.13,149100,149100,146100,176,26086900,326462576000,2191024,STK
068400,KR7068400001,SK렌터카,KOSPI,,6900,1,10,0.15,6820,6900,6820,15749,107620650,326272296000,47285840,STK
007570,KR7007570005,일양약품,KOSPI,,17090,2,-270,-1.56,17200,17460,17020,15693,269575610,326173997760,19085664,STK
040300,KR7040300006,YTN,KOSDAQ,우량기업부,7710,2,-180,-2.28,7760,7820,7540,135938,1041946310,323820000000,42000000,KSQ
006390,KR7006390009,한일현대시멘트,KOSPI,,16750,2,-230,-1.35,16980,17040,16730,2732,46047310,323738506000,19327672,STK
029530,KR7029530003,신도리코,KOSPI,,32100,2,-600,-1.83,32500,32650,32100,4693,150870550,323568930900,10080029,STK
065350,KR7065350001,신성델타테크,KOSDAQ,우량기업부,11770,2,-440,-3.6,11810,11950,11570,1095611,12831806270,323486067960,27483948,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1278,2,-14,-1.08,1291,1291,1277,160584,205620462,322681235940,252489230,STK
200880,KR7200880003,서연이화,KOSPI,,11920,2,-150,-1.24,11950,12320,11850,101883,1227838660,322178969040,27028437,STK
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,32150,2,-1350,-4.03,33050,33150,32100,10262,334668100,321948203150,10013941,KSQ
003545,KR7003541000,대신증권우,KOSPI,,12380,2,-30,-0.24,12510,12530,12320,3325,41058620,321880000000,26000000,STK
