Code,ISU_CD,Name,Market,Dept,Close,ChangeCode,Changes,ChagesRatio,Open,High,Low,Volume,Amount,Marcap,Stocks,MarketId
043150,KR7043150002,바텍,KOSDAQ,우량기업부,33250,2,-650,-1.92,33700,33950,32900,32313,1074373350,493904012000,14854256,KSQ
085620,KR7085620003,미래에셋생명,KOSPI,,2780,2,-60,-2.11,2840,2845,2775,155334,434762015,492105005420,177016189,STK
131970,KR7131970006,두산테스나,KOSDAQ,우량기업부,33200,1,800,2.47,32800,33250,31900,298726,9781253800,490017956400,14759577,KSQ
091700,KR7091700005,파트론,KOSDAQ GLOBAL,우량기업부,8270,2,-20,-0.24,8230,8280,8180,213286,1757247820,487253629780,58918214,KSQ
036810,KR7036810000,에프에스티,KOSDAQ,우량기업부,22300,1,1200,5.69,21050,22350,20750,326462,7047699200,485176394700,21756789,KSQ
108490,KR7108490004,로보티즈,KOSDAQ,기술성장기업부,39500,1,800,2.07,38500,40450,37650,2065612,81673719450,483416918500,12238403,KSQ
104460,KR7104460001,디와이피엔에프,KOSDAQ,우량기업부,45100,2,-1400,-3.01,46550,46700,45050,42143,1924560550,483184487500,10713625,KSQ
299030,KR7299030007,하나기술,KOSDAQ,벤처기업부,64300,1,2200,3.54,63300,65000,62400,323554,20716163400,481067201500,7481605,KSQ
009520,KR7009520008,포스코엠텍,KOSDAQ,우량기업부,11550,4,2660,29.92,9130,11550,9060,46012389,489551803630,480973219650,41642703,KSQ
217270,KR7217270008,넵튠,KOSDAQ,중견기업부,10360,1,60,0.58,10260,10400,10200,41021,421306280,480940518800,46422830,KSQ
004430,KR7004430005,송원산업,KOSPI,,20000,2,-100,-0.5,20150,20300,19710,97829,1943495780,480000000000,24000000,STK
293940,KR7293940003,신한알파리츠,KOSPI,,6500,2,-40,-0.61,6510,6540,6460,93122,605131710,479895799500,73830123,STK
000400,KR7000400002,롯데손해보험,KOSPI,,1545,2,-10,-0.64,1555,1587,1540,178938,277835693,479469614400,310336320,STK
090710,KR7090710005,휴림로봇,KOSDAQ,중견기업부,2915,1,210,7.76,2750,2940,2705,47456782,135639618040,477406159670,163775698,KSQ
036420,KR7036420008,콘텐트리중앙,KOSPI,,24700,2,-200,-0.8,24950,25200,24500,78527,1946580100,475779007600,19262308,STK
001060,KR7001060003,JW중외제약,KOSPI,,21200,1,300,1.44,21000,21300,20600,76880,1618900550,470175317200,22178081,STK
182400,KR7182400002,엔케이맥스,KOSDAQ,기술성장기업부,11700,2,-680,-5.49,12410,12410,11680,861590,10224354030,465954360300,39825159,KSQ
145990,KR7145990008,삼양사,KOSPI,,45000,1,2200,5.14,43250,45350,43250,40446,1807210900,464105205000,10313449,STK
432320,KR7432320000,KB스타리츠,KOSPI,,4560,1,30,0.66,4545,4560,4505,36553,165211495,462449139600,101414285,STK
023160,KR7023160005,태광,KOSDAQ,우량기업부,17450,2,-320,-1.8,17500,17680,17010,229370,3962294270,462425000000,26500000,KSQ
298000,KR7298000001,효성화학,KOSPI,,144700,2,-4500,-3.02,148200,148900,143000,34824,5035112300,461611232200,3190126,STK
210980,KR7210980009,SK디앤디,KOSPI,,20800,1,300,1.46,20700,21050,20300,17337,357697650,461555411200,22190164,STK
304100,KR7304100001,솔트룩스,KOSDAQ,기술성장기업부,41150,1,6900,20.15,34500,41600,32800,7459708,290379154500,461234671850,11208619,KSQ
136510,KR7136510005,스마트솔루션즈,KOSDAQ,관리종목(소속부없음),11600,0,0,0.0,0,0,0,0,0,459490743600,39611271,KSQ
118990,KR7118990001,모트렉스,KOSDAQ,중견기업부,18640,1,900,5.07,17830,19390,17500,3883656,72474089770,456596120000,24495500,KSQ
005090,KR7005090006,SGC에너지,KOSPI,,31000,2,-450,-1.43,31550,31600,30750,37809,1171310550,454987124000,14677004,STK
183300,KR7183300003,코미코,KOSDAQ GLOBAL,우량기업부,45400,1,600,1.34,44850,46100,44450,36654,1656195750,454928293800,10020447,KSQ
286940,KR7286940002,롯데정보통신,KOSPI,,29500,1,500,1.72,29050,29550,28600,82596,2407011000,454191764500,15396331,STK
025860,KR7025860008,남해화학,KOSPI,,9140,2,-10,-0.11,9160,9170,9030,179063,1627871190,454064625020,49678843,STK
006730,KR7006730006,서부T&D,KOSDAQ,중견기업부,7510,2,-120,-1.57,7610,7630,7450,190014,1427520090,453601784550,60399705,KSQ
357120,KR7357120005,코람코에너지리츠,KOSPI,,5110,2,-60,-1.16,5170,5190,5110,22591,115763130,452411162140,88534474,STK
230240,KR7230240004,에치에프알,KOSDAQ,벤처기업부,33500,1,1200,3.72,32500,34200,32450,258904,8659670150,451882371000,13489026,KSQ
179290,KR7179290002,엠아이텍,KOSDAQ,벤처기업부,13680,2,-210,-1.51,13890,13940,13550,344959,4743384060,438977629440,32089008,KSQ
058650,KR7058650003,세아홀딩스,KOSPI,,109000,2,-1300,-1.18,111200,111200,108500,1117,122030400,436000000000,4000000,STK
027410,KR7027410000,BGF,KOSPI,,4545,2,-105,-2.26,4625,4660,4530,220387,1006791160,435032815095,95716791,STK
268600,KR7268600004,셀리버리,KOSDAQ,기술성장기업부,11900,2,-550,-4.42,12450,12450,11720,443980,5296528300,434148378300,36483057,KSQ
060150,KR7060150000,인선이엔티,KOSDAQ,우량기업부,9240,2,-70,-0.75,9410,9440,9180,375582,3482275090,430247774880,46563612,KSQ
041960,KR7041960006,코미팜,KOSDAQ,벤처기업부,6670,2,-50,-0.74,6720,6720,6560,251204,1660588280,428119792920,64185876,KSQ
099430,KR7099430001,바이오플러스,KOSDAQ,벤처기업부,7380,2,-40,-0.54,7440,7500,7310,592790,4371337270,427529776320,57930864,KSQ
058610,KR7058610007,에스피지,KOSDAQ,우량기업부,19250,1,410,2.18,18900,19590,18900,922059,17790564550,426914180000,22177360,KSQ
230360,KR7230360000,에코마케팅,KOSDAQ GLOBAL,중견기업부,13120,2,-60,-0.46,13210,13240,13090,78452,1030679060,424668540480,32368029,KSQ
007460,KR7007460009,에이프로젠,KOSPI,,1667,2,-49,-2.86,1716,1716,1664,1069377,1789731145,422865981285,253668855,STK
001725,KR7001721000,신영증권우,KOSPI,,59800,3,0,0.0,59000,60000,59000,240,14324600,421815027400,7053763,STK
161000,KR7161000005,애경케미칼,KOSPI,,8660,1,190,2.24,8510,8800,8410,315447,2708483840,421297819940,48648709,STK
131290,KR7131290009,티에스이,KOSDAQ GLOBAL,우량기업부,38000,1,700,1.88,37500,38250,36900,100895,3789765500,420334302000,11061429,KSQ
199800,KR7199800004,툴젠,KOSDAQ,기술성장기업부,53000,3,0,0.0,53000,53400,52200,12149,640405300,419414122000,7913474,KSQ
059090,KR7059090001,미코,KOSDAQ,우량기업부,12540,1,1870,17.53,10670,13380,10300,29403960,356082565730,419046396120,33416778,KSQ
007690,KR7007690001,국도화학,KOSPI,,46500,2,-850,-1.8,47350,47350,46100,32535,1517753600,418993644000,9010616,STK
281740,KR7281740001,레이크머티리얼즈,KOSDAQ,우량기업부,6360,2,-10,-0.16,6370,6440,6260,503493,3183259570,418046285280,65730548,KSQ
084990,KR7084990001,헬릭스미스,KOSDAQ,기술성장기업부,10280,2,-170,-1.63,10370,10550,10120,215116,2210087990,417989559640,40660463,KSQ
243840,KR7243840006,신흥에스이씨,KOSDAQ,우량기업부,53600,1,1900,3.68,54500,54600,52100,294768,15726655700,416109074400,7763229,KSQ
002900,KR7002900009,TYM,KOSPI,,2725,2,-80,-2.85,2795,2805,2710,3138344,8618496465,415163960575,152353747,STK
048550,KR7048550008,SM C&C,KOSDAQ,중견기업부,4330,2,-270,-5.87,4305,4555,4255,10849276,47622861110,414056769600,95625120,KSQ
005180,KR7005180005,빙그레,KOSPI,,41950,1,250,0.6,41600,42250,41600,11607,487007050,413259559950,9851241,STK
235980,KR7235980000,메드팩토,KOSDAQ,기술성장기업부,19540,1,220,1.14,19320,19580,19060,126607,2449194610,411916780300,21080695,KSQ
033290,KR7033290008,코웰패션,KOSDAQ,우량기업부,4645,1,75,1.64,4575,4655,4555,486110,2235185665,411083586930,88500234,KSQ
216080,KR7216080002,제테마,KOSDAQ,기술성장기업부,23050,3,0,0.0,23300,23400,22800,81136,1873430600,410595619950,17813259,KSQ
119610,KR7119610004,인터로조,KOSDAQ,우량기업부,31000,2,-350,-1.12,31400,31600,30500,43267,1333369900,409710818000,13216478,KSQ
017810,KR7017810003,풀무원,KOSPI,,10730,2,-20,-0.19,10750,10800,10650,52306,559627870,409033415660,38120542,STK
140410,KR7140410002,메지온,KOSDAQ,중견기업부,15290,1,90,0.59,15200,15380,14900,201231,3036150840,408885455220,26742018,KSQ
033640,KR7033640004,네패스,KOSDAQ,중견기업부,17640,1,490,2.86,17170,17670,16910,196894,3398451410,406764323280,23059202,KSQ
115450,KR7115450009,HLB테라퓨틱스,KOSDAQ,중견기업부,11650,2,-260,-2.18,11950,12000,11650,220215,2586746420,406670301300,34907322,KSQ
204270,KR7204270003,제이앤티씨,KOSDAQ,우량기업부,6990,2,-260,-3.59,7210,7230,6640,146668,1028024320,404360777340,57848466,KSQ
102940,KR7102940004,코오롱생명과학,KOSDAQ,관리종목(소속부없음),35350,2,-250,-0.7,36050,36100,35250,10489,371933600,403426784600,11412356,KSQ
228670,KR7228670006,레이,KOSDAQ,우량기업부,28550,1,850,3.07,28000,29450,27750,310297,8919612150,403124772350,14119957,KSQ
041830,KR7041830001,인바디,KOSDAQ,우량기업부,29400,2,-550,-1.84,29950,30450,29050,83842,2484186200,402303190800,13683782,KSQ
306200,KR7306200007,세아제강,KOSPI,,141600,2,-2900,-2.01,146000,146000,141200,24442,3477864800,401620080000,2836300,STK
319400,KR7319400008,현대무벡스,KOSDAQ,우량기업부,3465,1,100,2.97,3395,3480,3365,1691030,5804296850,399103474770,115181378,KSQ
092220,KR7092220003,KEC,KOSPI,,2750,1,70,2.61,2740,2790,2705,12877479,35485812465,398098637750,144763141,STK
226320,KR7226320000,잇츠한불,KOSPI,,18020,2,-380,-2.07,18520,18520,17930,36802,664871280,395166256300,21929315,STK
243070,KR7243070000,휴온스,KOSDAQ GLOBAL,우량기업부,32950,1,350,1.07,32700,33300,32000,31427,1028178400,393276339550,11935549,KSQ
267980,KR7267980001,매일유업,KOSDAQ GLOBAL,우량기업부,50100,1,900,1.83,49350,50300,49300,17298,863480550,392966263800,7843638,KSQ
091120,KR7091120006,이엠텍,KOSDAQ,우량기업부,22850,1,1050,4.82,22200,22850,21950,226632,5097324950,391487587600,17132936,KSQ
014620,KR7014620009,성광벤드,KOSDAQ,중견기업부,13610,2,-340,-2.44,13900,13920,13520,386860,5279001840,389246000000,28600000,KSQ
108230,KR7108230004,톱텍,KOSDAQ,중견기업부,10200,1,630,6.58,9670,10260,9670,597932,6012680040,387837099000,38023245,KSQ
003920,KR7003920006,남양유업,KOSPI,,538000,3,0,0.0,545000,549000,525000,5140,2766075000,387360000000,720000,STK
041190,KR7041190000,우리기술투자,KOSDAQ,우량기업부,4610,2,-15,-0.32,4650,4690,4550,770511,3561543050,387240000000,84000000,KSQ
063170,KR7063170005,서울옥션,KOSDAQ,중견기업부,21750,2,-150,-0.68,21850,21900,21100,284160,6115560050,386590307250,17774267,KSQ
012630,KR7012630000,HDC,KOSPI,,6470,1,470,7.83,6020,6480,6000,578825,3646487120,386528934870,59741721,STK
064260,KR7064260003,다날,KOSDAQ,우량기업부,5600,1,170,3.13,5450,5630,5450,1372906,7625091940,386114624000,68949040,KSQ
298540,KR7298540006,더네이쳐홀딩스,KOSDAQ,우량기업부,26500,1,350,1.34,26800,27150,26350,96100,2561722850,385433384000,14544656,KSQ
080160,KR7080160005,모두투어,KOSDAQ,중견기업부,20350,2,-450,-2.16,20850,20950,20200,110483,2255800850,384615000000,18900000,KSQ
030960,KR7030960009,양지사,KOSDAQ,중견기업부,24050,1,100,0.42,23950,24100,23550,38913,928372550,384319000000,15980000,KSQ
425040,KR7425040003,티이엠씨,KOSDAQ,기술성장기업부,35950,2,-1250,-3.36,37500,37500,35550,133219,4811718250,381900948300,10623114,KSQ
094800,KR7094800000,맵스리얼티1,KOSPI,,4110,2,-35,-0.84,4150,4150,4105,72820,300584645,381549100410,92834331,STK
053210,KR7053210001,스카이라이프,KOSPI,,7970,2,-40,-0.5,8010,8040,7940,38845,310601370,381141069020,47821966,STK
006740,KR7006740005,영풍제지,KOSPI,,17000,1,290,1.74,16710,17250,16550,214378,3593037530,379015000000,22295000,STK
035290,KR7035290006,골드앤에스,KOSDAQ,중견기업부,8150,2,-40,-0.49,8120,8310,7890,77978,630471520,378572096600,46450564,KSQ
030520,KR7030520001,한글과컴퓨터,KOSDAQ,우량기업부,15000,1,170,1.15,15050,15280,14850,207350,3126137220,378057450000,25203830,KSQ
003800,KR7003800000,에이스침대,KOSDAQ,중견기업부,34000,3,0,0.0,34000,34000,33750,1158,39316150,377060000000,11090000,KSQ
060280,KR7060280005,큐렉소,KOSDAQ,중견기업부,9690,2,-310,-3.1,9940,9940,9680,414983,4044338520,377009702100,38907090,KSQ
008490,KR7008490005,서흥,KOSPI,,32400,1,650,2.05,32050,32750,31900,22991,746036950,374839261200,11569113,STK
382840,KR7382840007,원준,KOSDAQ,중견기업부,24850,1,100,0.4,25250,25300,24000,710211,17487689150,374255239050,15060573,KSQ
007810,KR7007810005,코리아써키트,KOSPI,,15830,1,830,5.53,15070,15850,14860,447847,6907253850,373916488330,23620751,STK
217820,KR7217820000,원익피앤이,KOSDAQ,우량기업부,8600,1,90,1.06,8700,8810,8290,1128563,9631649680,373709207400,43454559,KSQ
054210,KR7054210000,이랜텍,KOSDAQ,우량기업부,14770,1,430,3.0,14420,14860,14420,391563,5742246640,373551171700,25291210,KSQ
039840,KR7039840004,디오,KOSDAQ,우량기업부,23500,2,-750,-3.09,24100,24400,23050,130564,3071956850,373221242500,15881755,KSQ
050890,KR7050890003,쏠리드,KOSDAQ,우량기업부,6080,1,70,1.16,6010,6090,5960,430417,2599835470,372227571200,61221640,KSQ
360070,KR7360070007,탑머티리얼,KOSDAQ,벤처기업부,46600,1,6700,16.79,42100,49500,41400,1505932,68392782950,372070383800,7984343,KSQ
033270,KR7033270000,유나이티드제약,KOSPI,,22900,1,300,1.33,22800,23100,22650,61521,1404508950,372006423800,16244822,STK
051500,KR7051500007,CJ프레시웨이,KOSDAQ,중견기업부,31250,1,200,0.64,31300,31400,30800,37065,1153774300,370987062500,11871586,KSQ
123890,KR7123890006,한국자산신탁,KOSPI,,2990,1,15,0.5,2975,3000,2970,91100,271654420,370693478480,123977752,STK
001510,KR7001510007,SK증권,KOSPI,,781,1,7,0.9,781,797,775,5844940,4577912461,369092923551,472590171,STK
005010,KR7005010004,휴스틸,KOSPI,,6550,2,-230,-3.39,6710,6720,6470,1492744,9793944420,368031891250,56188075,STK
092040,KR7092040005,아미코젠,KOSDAQ,기술성장기업부,18600,2,-10,-0.05,18630,18720,18480,91807,1703796680,367437568800,19754708,KSQ
310210,KR7310210000,보로노이,KOSDAQ,기술성장기업부,29000,1,50,0.17,29000,29500,28450,31934,923296300,366788201000,12647869,KSQ
281820,KR7281820001,케이씨텍,KOSPI,,17530,2,-40,-0.23,17450,17780,17150,67087,1172209580,365703076680,20861556,STK
101360,KR7101360006,에코앤드림,KOSDAQ,우량기업부,34350,1,2450,7.68,33100,36350,32600,1302335,44772677350,365093646600,10628636,KSQ
002710,KR7002710002,TCC스틸,KOSPI,,14350,1,660,4.82,14200,14750,13740,1630031,23146776100,364873489400,25426724,STK
009160,KR7009160003,SIMPAC,KOSPI,,5570,1,30,0.54,5660,5670,5530,141833,790874750,364442404120,65429516,STK
029960,KR7029960002,코엔텍,KOSDAQ,우량기업부,7280,2,-20,-0.27,7330,7340,7260,119699,871906090,364000000000,50000000,KSQ
101160,KR7101160000,월덱스,KOSDAQ,우량기업부,21950,1,400,1.86,21600,22050,21200,96401,2089073400,362416296350,16510993,KSQ
042600,KR7042600007,새로닉스,KOSDAQ,우량기업부,29100,2,-300,-1.02,29950,30450,29000,318122,9402528500,361526003400,12423574,KSQ
340570,KR7340570001,티앤엘,KOSDAQ,중견기업부,44450,1,150,0.34,44550,45800,44250,89196,4026484550,361289600000,8128000,KSQ
095610,KR7095610002,테스,KOSDAQ GLOBAL,우량기업부,18260,1,120,0.66,18140,18400,17650,62913,1139646290,360967806760,19768226,KSQ
038500,KR7038500005,삼표시멘트,KOSDAQ,우량기업부,3340,2,-60,-1.76,3405,3405,3310,195240,652259740,360440462040,107916306,KSQ
095720,KR7095720009,웅진씽크빅,KOSPI,,3120,2,-5,-0.16,3155,3160,3010,759996,2345671660,360378673200,115505985,STK
950130,KR8840090003,엑세스바이오,KOSDAQ,외국기업(소속부없음),9910,2,-90,-0.9,10050,10090,9890,227359,2258730310,359886872570,36315527,KSQ
073570,KR7073570004,어반리튬,KOSDAQ,중견기업부,13000,2,-10,-0.08,13010,13140,12760,376593,4880656820,359639267000,27664559,KSQ
035600,KR7035600006,KG이니시스,KOSDAQ,우량기업부,12870,1,20,0.16,12870,12980,12790,78610,1010151380,359130065580,27904434,KSQ
183190,KR7183190008,아세아시멘트,KOSPI,,9200,3,0,0.0,9270,9300,9150,74719,685871100,358414428000,38958090,STK
030610,KR7030610000,교보증권,KOSPI,,5520,2,-40,-0.72,5640,5640,5410,22008,121387860,356886193920,64653296,STK
003280,KR7003280005,흥아해운,KOSPI,,1484,2,-17,-1.13,1495,1517,1480,218005,323944401,356790550116,240424899,STK
389260,KR7389260001,대명에너지,KOSDAQ,중견기업부,20900,1,750,3.72,20250,20900,20250,78245,1612616700,356345000000,17050000,KSQ
001390,KR7001390004,KG케미칼,KOSPI,,25650,1,800,3.22,25200,25700,24800,170560,4308328950,355665362400,13866096,STK
011930,KR7011930005,신성이엔지,KOSPI,,1721,1,34,2.02,1691,1730,1686,762477,1303238503,354264667871,205848151,STK
060720,KR7060720000,KH바텍,KOSDAQ,중견기업부,14960,1,80,0.54,15010,15040,14700,172976,2579580590,354214532320,23677442,KSQ
007570,KR7007570005,일양약품,KOSPI,,18470,2,-40,-0.22,18540,18610,18360,42404,781702220,352512214080,19085664,STK
104830,KR7104830005,원익머트리얼즈,KOSDAQ,우량기업부,27900,1,150,0.54,28000,28050,27200,96904,2675523500,351763200000,12608000,KSQ
033160,KR7033160003,엠케이전자,KOSDAQ,우량기업부,16130,1,1270,8.55,15000,16290,14840,3504229,55269316210,351758023570,21807689,KSQ
091580,KR7091580001,상신이디피,KOSDAQ,우량기업부,25800,1,3200,14.16,24600,26950,23800,6784710,170926773200,351608050200,13628219,KSQ
237880,KR7237880000,클리오,KOSDAQ,투자주의환기종목(소속부없음),19450,1,60,0.31,19610,19640,18670,194578,3785313890,351487815850,18071353,KSQ
003120,KR7003120003,일성신약,KOSPI,,132100,2,-15400,-10.44,146100,146100,131800,51127,6998350000,351386000000,2660000,STK
950220,KR8840140006,네오이뮨텍,KOSDAQ,외국기업(소속부없음),3555,2,-85,-2.34,3640,3645,3540,368117,1311559560,351331638075,98827465,KSQ
047920,KR7047920004,HLB제약,KOSDAQ,기술성장기업부,12600,2,-320,-2.48,12920,12920,12470,232248,2931318560,351176490000,27871150,KSQ
036030,KR7036030005,케이티알파,KOSDAQ,중견기업부,7140,2,-60,-0.83,7160,7250,7020,338319,2408213860,349997680620,49019283,KSQ
138490,KR7138490008,코오롱플라스틱,KOSPI,,9210,2,-70,-0.75,9390,9400,9100,145834,1339888860,349980000000,38000000,STK
001460,KR7001460005,BYC,KOSPI,,558000,2,-1000,-0.18,558000,559000,535000,637,351218000,348535170000,624615,STK
037270,KR7037270006,YG PLUS,KOSPI,,5490,1,120,2.23,5550,5570,5400,1066569,5863705320,348227460900,63429410,STK
003300,KR7003300001,한일홀딩스,KOSPI,,11270,1,80,0.71,11160,11340,11120,9869,110544840,347486602680,30832884,STK
060980,KR7060980000,HL홀딩스,KOSPI,,33100,2,-500,-1.49,33800,33850,32900,33479,1112429550,346625517000,10472070,STK
037560,KR7037560000,LG헬로비전,KOSPI,,4475,2,-5,-0.11,4480,4490,4445,129289,577771710,346574720875,77446865,STK
114190,KR7114190002,강원에너지,KOSDAQ,중견기업부,13250,1,1550,13.25,12230,13910,11910,7404260,95190638220,346130253500,26123038,KSQ
080580,KR7080580004,오킨스전자,KOSDAQ,벤처기업부,19570,2,-1280,-6.14,21000,21100,19560,143782,2880331300,345983861860,17679298,KSQ
010690,KR7010690006,화신,KOSPI,,9900,1,260,2.7,9750,10000,9700,472250,4644003670,345712059000,34920410,STK
099320,KR7099320004,쎄트렉아이,KOSDAQ,우량기업부,38050,1,250,0.66,37700,38450,37250,79940,3040192150,345707346350,9085607,KSQ
317330,KR7317330009,덕산테코피아,KOSDAQ,우량기업부,18810,1,1250,7.12,18000,21000,17450,1691563,32552152660,345679420680,18377428,KSQ
122900,KR7122900004,아이마켓코리아,KOSPI,,10340,2,-30,-0.29,10370,10380,10250,21902,226033440,345654205600,33428840,STK
016800,KR7016800005,퍼시스,KOSPI,,30050,1,200,0.67,30700,30700,29850,1100,32902050,345575000000,11500000,STK
179900,KR7179900006,유티아이,KOSDAQ,벤처기업부,21200,1,50,0.24,21150,21450,20500,30338,636449150,345282174000,16286895,KSQ
001940,KR7001940006,KISCO홀딩스,KOSPI,,21300,1,1500,7.58,19890,22000,19890,72122,1515689860,344556894000,16176380,STK
389500,KR7389500000,에스비비테크,KOSDAQ,기술성장기업부,55700,2,-800,-1.42,56000,56800,53200,489323,27113098000,343942152800,6174904,KSQ
049950,KR7049950009,미래컴퍼니,KOSDAQ,벤처기업부,40000,1,800,2.04,39900,42000,37050,1489197,59082195600,343472800000,8586820,KSQ
347860,KR7347860009,알체라,KOSDAQ,기술성장기업부,15930,1,130,0.82,15800,16220,15100,1277556,20166724730,343297425960,21550372,KSQ
102460,KR7102460003,이연제약,KOSPI,,19060,1,90,0.47,18980,19150,18830,32324,612569390,343052877620,17998577,STK
016590,KR7016590002,신대양제지,KOSPI,,84600,1,100,0.12,84300,84900,84200,432,36506800,340919557200,4029782,STK
006390,KR7006390009,한일현대시멘트,KOSPI,,17620,2,-220,-1.23,17780,17840,17590,17367,306130620,340553580640,19327672,STK
034810,KR7034810002,해성산업,KOSDAQ,우량기업부,10460,1,220,2.15,10300,10560,10210,140759,1463054100,340544724220,32556857,KSQ
450140,KR7450140009,코오롱모빌리티그룹,KOSPI,,5400,2,-50,-0.92,5450,5490,5290,906345,4877531100,338997150000,62777250,STK
136480,KR7136480001,하림,KOSDAQ,중견기업부,3185,1,10,0.31,3185,3210,3155,493034,1570773410,338277900870,106209702,KSQ
032620,KR7032620007,유비케어,KOSDAQ,우량기업부,6450,2,-100,-1.53,6540,6560,6340,466189,3008934670,336671546550,52197139,KSQ
017940,KR7017940008,E1,KOSPI,,48950,2,-50,-0.1,49000,49300,48700,7690,375961650,335797000000,6860000,STK
003220,KR7003220001,대원제약,KOSPI,,15270,1,70,0.46,15300,15300,15150,63793,970401730,335400510900,21964670,STK
053030,KR7053030003,바이넥스,KOSDAQ,우량기업부,10550,2,-150,-1.4,10750,10780,10500,183862,1946665000,335079056400,31761048,KSQ
075580,KR7075580001,세진중공업,KOSPI,,5890,1,90,1.55,5970,6000,5870,409195,2429207880,334843295840,56849456,STK
029530,KR7029530003,신도리코,KOSPI,,33200,2,-150,-0.45,33350,33500,33000,7308,241853550,334656962800,10080029,STK
068400,KR7068400001,SK렌터카,KOSPI,,7040,1,260,3.83,6920,7070,6870,156471,1092185350,332892313600,47285840,STK
115390,KR7115390007,락앤락,KOSPI,,6630,1,50,0.76,6580,6710,6530,33462,221005020,332828943720,50200444,STK
005390,KR7005390000,신성통상,KOSPI,,2315,3,0,0.0,2295,2320,2295,278713,643317000,332684922850,143708390,STK
063080,KR7063080006,컴투스홀딩스,KOSDAQ,우량기업부,50400,1,900,1.82,50200,50500,49500,85865,4295780400,332397676800,6595192,KSQ
000480,KR7000480004,조선내화,KOSPI,,82900,1,1700,2.09,80900,83300,80900,3622,298354800,331600000000,4000000,STK
100790,KR7100790005,미래에셋벤처투자,KOSDAQ,우량기업부,6120,1,540,9.68,5780,6140,5650,1149397,6849026820,331504182000,54167350,KSQ
090360,KR7090360009,로보스타,KOSDAQ,중견기업부,34000,1,150,0.44,33600,34450,32500,785215,26482836550,331500000000,9750000,KSQ
067000,KR7067000000,조이시티,KOSDAQ,우량기업부,4835,1,20,0.42,4800,4890,4770,247717,1199359795,331485753030,68559618,KSQ
093320,KR7093320000,케이아이엔엑스,KOSDAQ,우량기업부,67700,2,-300,-0.44,67700,69000,66500,20546,1388557200,330376000000,4880000,KSQ
126720,KR7126720002,수산인더스트리,KOSPI,,23100,1,250,1.09,23150,23200,22500,64016,1463820750,330006600000,14286000,STK
348340,KR7348340001,뉴로메카,KOSDAQ,기술성장기업부,31600,1,2050,6.94,29650,31650,28500,2709180,83267659850,329659732000,10432270,KSQ
034830,KR7034830000,한국토지신탁,KOSPI,,1305,2,-3,-0.23,1310,1311,1302,403308,526506719,329498445150,252489230,STK
053690,KR7053690004,한미글로벌,KOSPI,,30050,2,-100,-0.33,29900,30200,29450,285368,8515322100,329274377500,10957550,STK
352480,KR7352480008,씨앤씨인터내셔널,KOSDAQ,벤처기업부,32850,1,550,1.7,33200,33600,31800,145685,4765667950,328957961850,10013941,KSQ
005810,KR7005810007,풍산홀딩스,KOSPI,,32900,1,1100,3.46,31900,34800,31750,123829,4094042100,328951571200,9998528,STK
002030,KR7002030005,아세아,KOSPI,,150000,2,-700,-0.46,150500,150600,147100,2629,390937800,328653600000,2191024,STK
419530,KR7419530001,SAMG엔터,KOSDAQ,기술성장기업부,38250,1,250,0.66,38000,38700,36500,1792995,67018323600,328603072500,8590930,KSQ
001880,KR7001880004,DL건설,KOSPI,,14890,1,20,0.13,14850,15040,14750,15591,232261010,328373398760,22053284,STK
294570,KR7294570007,쿠콘,KOSDAQ,벤처기업부,32000,1,150,0.47,32000,32150,31350,61720,1961876400,328149920000,10254685,KSQ
082920,KR7082920000,비츠로셀,KOSDAQ,우량기업부,15220,1,50,0.33,15170,15420,14860,222288,3367515590,327825893440,21539152,KSQ
232140,KR7232140004,와이아이케이,KOSDAQ,우량기업부,3995,2,-65,-1.6,4060,4075,3910,423188,1681110845,327771173250,82045350,KSQ
088260,KR7088260005,이리츠코크렙,KOSPI,,5160,2,-10,-0.19,5170,5180,5130,46718,240808330,326842604400,63341590,STK
072710,KR7072710007,농심홀딩스,KOSPI,,70400,2,-300,-0.42,69900,70700,69700,1863,130474400,326500416000,4637790,STK
097230,KR7097230007,HJ중공업,KOSPI,,3910,3,0,0.0,3910,3920,3870,26280,102281115,325602438710,83274281,STK
00104K,KR700104K010,CJ4우(전환),KOSPI,,77000,1,1600,2.12,75400,77100,75300,13524,1035631900,325441424000,4226512,STK
002310,KR7002310001,아세아제지,KOSPI,,36300,2,-700,-1.89,36800,37000,36050,27076,984069700,325121022600,8956502,STK
004700,KR7004700001,조광피혁,KOSPI,,48850,2,-50,-0.1,48900,48900,48250,1129,54750600,324810391300,6649138,STK
061970,KR7061970000,엘비세미콘,KOSDAQ,우량기업부,7410,1,80,1.09,7340,7430,7240,273541,2006468460,324443826720,43784592,KSQ
071320,KR7071320006,지역난방공사,KOSPI,,28000,2,-250,-0.88,28250,28500,27950,1697,47742600,324204832000,11578744,STK
126560,KR7126560002,현대퓨처넷,KOSPI,,2935,1,50,1.73,2900,2955,2875,144457,421121395,323445643575,110202945,STK
033500,KR7033500000,동성화인텍,KOSDAQ,우량기업부,10850,1,150,1.4,10750,10940,10650,172051,1863379440,322939964200,29764052,KSQ
104700,KR7104700000,한국철강,KOSPI,,7590,3,0,0.0,7550,7650,7060,139123,1042521450,322195500000,42450000,STK
